n,marathon,year,gender,subgroup,avg_chip_seconds,avg_temp,precipitation,dew_point,wind_speed,visibility,sea_level_pressure,co,ozone,pm25,no2,supershoe,temp_aqi_interaction,avg_temp_gender_interaction
6550,NYC,2022,female,recreational,16814.26854961832,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,0
9906,NYC,2022,female,slow,21273.041590955007,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,0
182,NYC,2022,male,elite,9491.675824175823,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
1618,NYC,2022,male,competitive,11199.72064276885,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
3879,NYC,2022,male,average,13058.655839133791,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
6831,NYC,2022,male,recreational,15085.639437856824,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
14025,NYC,2022,male,slow,19379.112156862742,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
274,NYC,2023,female,elite,10910.15693430657,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
2202,NYC,2023,female,competitive,12826.47093551317,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
5198,NYC,2023,female,average,14876.566179299733,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
6885,NYC,2023,female,recreational,17198.933188090054,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
8307,NYC,2023,female,slow,21625.22499097147,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
205,NYC,2023,male,elite,9245.117073170732,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
2287,NYC,2023,male,competitive,10850.350677743769,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
4679,NYC,2023,male,average,12640.952340243644,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
7641,NYC,2023,male,recreational,14592.307682240542,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
13602,NYC,2023,male,slow,18953.407513600952,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
356,NYC,2024,female,elite,10547,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
2468,NYC,2024,female,competitive,12622.078606158824,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
5935,NYC,2024,female,average,14573.019208087642,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
7591,NYC,2024,female,recreational,16863.30931366088,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
8469,NYC,2024,female,slow,21319.570905656125,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
665,NYC,2024,male,elite,9416.527819548866,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
3351,NYC,2024,male,competitive,11017.885108922696,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
6646,NYC,2024,male,average,12896.903851941035,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
8568,NYC,2024,male,recreational,14849.215686274463,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
11466,NYC,2024,male,slow,19120.126111983733,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
